股號,公司,五年內發放次數,最近一次發放,上次紀念品,最近股價,五年紀念品總估值,新版性價比,新版推薦評分,去年條件,五年發放紀念品
6126,信音,5,2025,三折自動傘(顏色隨機),32.5,660,20.31,5 星,電子投票截圖,"(2025)三折自動傘(顏色隨機)
(2024)臨時停車號碼牌
(2023)強光手電筒+簡易式行動電源(二用)
(2022)USB充電式手電筒
(2021)玻璃沖茶杯"
6127,九豪,5,2025,全家 35元商品卡,35.1,205,5.84,5 星,電子投票截圖,"(2025)全家 35元商品卡
(2024)全家禮物卡50元
(2023)毛寶洗碗精(潔淨強化) 450克
(2022)7-11商品卡35元
(2021)全家禮物卡35元"
6129,普誠,5,2025,全家 50元商品卡,14.75,235,11.15,5 星,電子投票截圖和身分證件正本,"(2025)全家 50元商品卡
(2024)全家禮物卡50元
(2023)全家禮物卡50元
(2022)全家禮物卡50元
(2021)全家禮物卡35元"
6130,上亞科技,4,2025,沙威隆肥皂組,31.45,220,3.92,5 星,電子投票截圖和身分證件正本,"(2025)沙威隆肥皂組
(2025)7-11商品卡100元
(2024)7-11商品卡35元
(2023)7-11商品卡35元"
6136,富爾特,5,2025,Blueseeds舒眠精油噴霧,23.75,210,8.84,5 星,電子投票截圖,"(2025)Blueseeds舒眠精油噴霧
(2024)Blueseeds植萃精油護手霜
(2023)經典滾珠按摩精油
(2022)經典滾珠按摩精油
(2021)台灣茶樞手工皂二入"
6138,茂達,4,2025,7-11 50元商品卡,226.5,200,0.49,3 星,電子投票截圖和身分證件正本,"(2025)7-11 50元商品卡
(2024)全家禮物卡50元
(2023)全家禮物卡50元
(2022)全家禮物卡50元"
6142,友勁,3,2025,牛樟芝菌絲體精粹,9.75,130,8,5 星,電子投票截圖,"(2025)牛樟芝菌絲體精粹
(2024)甲魚全沛全方位維他命
(2023)7-11商品卡50元"
6143,振曜,5,2025,7-11 50元商品卡,99.5,250,2.51,5 星,電子投票截圖,"(2025)7-11 50元商品卡
(2024)全家禮物卡50元
(2023)全家禮物卡50元
(2022)全家禮物卡50元
(2021)7-11商品卡50元"
6147,頎邦,5,2025,7-11 50元商品卡,58.8,220,3.74,5 星,電子投票截圖,"(2025)7-11 50元商品卡
(2024)環保材質運動涼感巾
(2023)雙層玻璃杯
(2022)小熊保溫保冷提袋
(2021)7-11商品卡50元"
6148,驊宏資,5,2025,多功能觸控原子筆,35.95,200,5.56,5 星,電子投票截圖,"(2025)多功能觸控原子筆
(2024)隨身型牙籤盒
(2023)環保提袋
(2022)多功能3C布
(2021)防疫抗菌口罩盒"
6150,撼訊,5,2025,氣密保鮮罐,57.6,200,3.47,5 星,電子投票截圖,"(2025)氣密保鮮罐
(2024)樂美雅21cm強化餐盤
(2023)樂美雅21cm強化餐盤
(2022)台鹽生技喜馬拉雅 手採玫瑰鹽
(2021)保溫保冷手提袋"
6151,晉倫,1,2025,香皂一顆,29.15,50,0.34,2 星,電子投票截圖,(2025)香皂一顆
6152,百一,6,2025,香皂旅行組,19.1,270,11.87,5 星,電子投票截圖和身分證件正本,"(2025)香皂旅行組
(2024)料理海鹽
(2023)金安德森玻璃控油壺
(2023)修甲美容4件組
(2022)蜂王皂60克二入
(2021)牙膏"
6153,嘉聯益,5,2025,指甲剪(含皮套),16.85,260,15.43,5 星,電子投票截圖,"(2025)指甲剪(含皮套)
(2024)迷你鋁製LED手電筒
(2023)手機平板支架
(2022)香茅清新皂
(2021)燕麥肌膚舒緩柔膚皂 90克 一入"
6156,松上,4,2025,柔軟衣物抗菌液,19.65,170,6.92,5 星,電子投票截圖,"(2025)柔軟衣物抗菌液
(2024)蜂王水潤美肌潔膚皂（艾草，山藥）一入
(2023)御美人生茶樹抗菌洗手乳300ml
(2022)菲蘇德美沐浴乳100ml"
6158,禾昌,5,2025,馬卡龍皂,18.8,220,8.19,5 星,電子投票截圖和身分證件正本,"(2025)馬卡龍皂
(2024)全家禮贈卡35元(禾昌 期限24/08/31)
(2023)全家禮贈卡35元(禾昌 期限23/10/31)
(2022)7-11商品卡50元
(2021)7-11商品卡50元"
6160,欣技,4,2025,7-11 只有中杯美式咖啡卡,16.15,170,8.42,5 星,電子投票截圖,"(2025)7-11 只有中杯美式咖啡卡
(2024)7-11中杯美式或現萃茶提貨卡
(2023)7-11中杯美式或現萃茶提貨卡
(2022)7-11中杯美式或現萃茶提貨卡"
6161,捷波,5,2025,蜂王小草本皂二入,41.5,240,5.78,5 星,電子投票截圖,"(2025)蜂王小草本皂二入
(2024)毛寶洗碗精(潔淨強化) 450克
(2023)毛寶洗碗精(潔淨強化) 450克
(2022)全家經典中杯美式咖啡券
(2021)旅行鞋用防塵收納袋"
6163,華電網,5,2025,三合一數據線,54.1,200,3.7,5 星,電子投票截圖,"(2025)三合一數據線
(2024)蛋形手拿杯350ml
(2023)雙層玻璃杯
(2022)馬克杯(華電網)
(2021)茶杯"
6164,華興,5,2025,妙管家濃縮洗衣精,12.55,250,19.92,5 星,電子投票截圖,"(2025)妙管家濃縮洗衣精
(2024)南僑水晶肥皂90g*2入
(2023)妙管家強效洗衣粉500克
(2022)蜂王皂60克二入
(2021)妙管家強效洗衣粉500克"
6165,浪凡,5,2025,7-11 35元商品卡,48.5,190,3.92,5 星,電子投票截圖,"(2025)7-11 35元商品卡
(2024)全家禮物卡35元
(2023)7-11商品卡50元
(2022)全家禮物卡35元
(2021)7-11商品卡35元"
6167,久正,6,2025,南僑水晶肥皂2入,13.2,260,23.64,5 星,電子投票截圖,"(2025)南僑水晶肥皂2入
(2024)全家經典中杯美式咖啡券(期限20270630)
(2023)全家經典中杯美式咖啡券
(2022)全家經典中杯美式咖啡券
(2022)潤膚濕紙巾 20抽 二包
(2021)潤膚濕紙巾 20抽 二包"
6169,昱泉,6,2025,多功能雙面砧板,16.8,380,27.14,5 星,電子投票截圖,"(2025)多功能雙面砧板
(2024)不鏽鋼玻璃調味瓶(昱泉)
(2023)不織布購物袋
(2022)7-11商品卡100元
(2022)上好平面成人口罩10入
(2021)上好平面成人口罩10入"
6170,統振,5,2025,東芝環保電池4入,50.7,210,4.14,5 星,電子投票截圖,"(2025)東芝環保電池4入
(2024)東芝環保電池碳鏡4號4入
(2023)沙威隆抗菌皂 85克二入
(2022)彩妝商品一入(隨機出貨)
(2021)彩妝商品"
6173,信昌電,5,2025,全家 35元商品卡,62.9,215,2.39,5 星,電子投票截圖和身分證件正本,"(2025)全家 35元商品卡
(2024)美式格紋收納提籃
(2023)全家禮物卡50元
(2022)愛盲手工皂 皂袋加皂邊15克
(2021)環保玻璃瓶300ml"
6179,亞通,5,2025,全家 50元商品卡,26.85,330,12.29,5 星,電子投票截圖,"(2025)全家 50元商品卡
(2025)全家禮物卡100元
(2024)四件式修容組
(2023)全家禮物卡50元
(2022)全家禮物卡50元"
6180,橘子,5,2025,購物橘子現金抵用券88元,42.45,394,9.28,5 星,電子投票截圖,"(2025)購物橘子現金抵用券88元
(2024)有閑購物現金抵用券66元
(2023)666夏日fun玩卡
(2022)beanfun!零用金100元
(2021)橘子 beanfun!零用金100元 期限2021-12-31"
6182,合晶,6,2025,7-11 35元商品卡,31.95,265,9.95,5 星,電子投票截圖,"(2025)7-11 35元商品卡
(2024)20W快速充電座
(2024)7-11(45元咖啡卡)X2
(2023)7-11商品卡50元
(2022)7-11商品卡50元
(2021)7-11(45元咖啡卡)"
6183,關貿,1,2023,7-11商品卡100元,93.5,100,0.21,2 星,,(2023)7-11商品卡100元
6185,幃翔,5,2025,好無比洗衣精,14.2,250,17.61,5 星,電子投票截圖,"(2025)好無比洗衣精
(2024)毛寶好無比 超淨亮/繽紛花園 洗衣精500ml
(2023)好無比繽紛花園香氛洗衣精(500g)
(2022)毛寶好無比 超淨亮/繽紛花園 洗衣精500ml
(2021)好無比 超麗潔洗衣精 500克"
6186,新潤,4,2025,7-11商品卡100元,41.25,250,4.85,5 星,電子投票截圖,"(2025)7-11商品卡100元
(2024)7-11商品卡50元
(2023)7-11商品卡50元
(2022)7-11商品卡50元"
6187,萬潤,3,2025,全家 中杯美式咖啡卡,684,150,0.13,1 星,電子投票截圖,"(2025)全家 中杯美式咖啡卡
(2024)全家經典中杯美式咖啡券(期限20270630)
(2023)全家經典中杯美式咖啡券"
6188,廣明,5,2025,菲蘇德美燕麥潔膚皂二入,94,250,2.66,5 星,電子投票截圖,"(2025)菲蘇德美燕麥潔膚皂二入
(2024)蜂王洋甘菊舒緩潤膚皂70克二入
(2023)蜂王洋甘菊舒緩潤膚皂70克二入
(2022)伊莎貝爾無患子潤膚皂二入組(80g*2)
(2021)蜂王綠野草本皂70克二入"
6189,豐藝,5,2025,全家 50元商品卡,44.7,250,3.91,5 星,電子投票截圖和身分證件正本,"(2025)全家 50元商品卡
(2024)全家禮物卡50元
(2023)全家禮物卡50元
(2022)全家禮物卡50元
(2021)伊莎貝爾香皂四入"
6190,萬泰科,4,2025,ACT超透氣口罩(不可上架商城),50.3,160,2.54,5 星,電子投票截圖,"(2025)ACT超透氣口罩(不可上架商城)
(2024)3D美顏防疫口罩一入
(2023)萬泰ACT超透氣口罩
(2022)萬泰ACT超透氣口罩5入"
6191,精成科,5,2025,黃麻購物袋,99.5,220,2.21,5 星,電子投票截圖,"(2025)黃麻購物袋
(2024)美式格紋收納提籃
(2023)全家禮物卡50元
(2022)愛盲手工皂 皂袋加皂邊15克
(2021)環保玻璃瓶300ml"
6197,佳必琪,3,2023,7-11中杯美式或現萃茶提貨卡,175.5,130,0.44,3 星,,"(2023)7-11中杯美式或現萃茶提貨卡
(2022)全家大杯經典拿鐵咖啡券
(2021)7-11中杯美式或現萃茶提貨卡"
6202,盛群,3,2025,7-11 50元商品卡,53.9,150,1.17,4 星,電子投票截圖和身分證件正本,"(2025)7-11 50元商品卡
(2024)7-11商品卡50元
(2023)7-11商品卡50元"
6204,艾華,2,2025,高露潔旅行組與好來旅行組,62.6,130,0.83,4 星,電子投票截圖,"(2025)高露潔旅行組與好來旅行組
(2024)7-11商品卡50元"
6207,雷科,6,2025,維生素CDE+鋅複方膠囊,52.8,390,8.86,5 星,電子投票截圖,"(2025)維生素CDE+鋅複方膠囊
(2024)GERMAGIC菌魔力抗菌濕紙巾80抽
(2024)維生素CDE+鋅複方膠囊
(2023)維生素CDE+鋅複方膠囊
(2022)維生素CDE+鋅複方膠囊
(2021)維生素CDE加鋅複方膠囊"
6209,今國光,5,2025,沙威隆肥皂組,51.5,230,3.13,5 星,電子投票截圖和身分證件正本,"(2025)沙威隆肥皂組
(2024)輕巧摺疊手機支架
(2023)妙管家洗潔精500g
(2022)洗手乳加香皂組
(2021)蜂王綠野草本抗菌皂二入"
6214,精誠,5,2025,運動香皂2顆,111,210,1.89,5 星,電子投票截圖,"(2025)運動香皂2顆
(2024)金安德森玻璃控油壺
(2023)幸運草水晶碗
(2022)運動腰包
(2021)沙威隆抗菌洗手乳180ml"
6215,和椿,5,2025,7-11 35元商品卡,111.5,175,1.57,5 星,電子投票截圖,"(2025)7-11 35元商品卡
(2024)7-11商品卡35元
(2023)7-11商品卡35元
(2022)7-11商品卡35元
(2021)7-11商品卡35元"
6216,居易,4,2025,輕薄辦公室便利貼,25.5,160,5.02,5 星,電子投票截圖,"(2025)輕薄辦公室便利貼
(2024)輕薄辦公室便利貼
(2023)口罩二入組
(2022)口罩二入組"
6217,中探針,5,2025,7-11 35元商品卡,136,205,1.51,5 星,電子投票截圖,"(2025)7-11 35元商品卡
(2024)7-11商品卡50元
(2023)7-11商品卡35元
(2022)7-11商品卡35元
(2021)7-11商品卡50元"
6218,豪勉,1,2025,7-11 35元商品卡,23.1,35,0.3,2 星,電子投票截圖,(2025)7-11 35元商品卡
6220,岳豐,4,2025,牙線棒,38.2,175,3.66,5 星,電子投票截圖,"(2025)牙線棒
(2024)蜂王乳嫩白滋養皂100克
(2023)蜂膠草本抗菌皂100克
(2022)7-11商品卡35元"
6221,晉泰,3,2023,7-11商品卡50元,26.8,150,3.36,5 星,,"(2023)7-11商品卡50元
(2022)7-11商品卡50元
(2021)7-11商品卡50元"
6223,旺矽,5,2025,7-11 50元商品卡,3550,250,0.07,1 星,電子投票截圖,"(2025)7-11 50元商品卡
(2024)7-11商品卡50元
(2023)7-11商品卡50元
(2022)7-11商品卡50元
(2021)7-11商品卡50元"
6224,聚鼎,5,2025,7-11 50元商品卡,40.8,280,4.8,5 星,電子投票截圖和身分證件正本,"(2025)7-11 50元商品卡
(2024)7-11商品卡50元
(2023)陶瓷碗禮盒
(2022)7-11商品卡50元
(2021)7-11商品卡50元"
6226,光鼎,5,2025,蜂王草本皂80g,10.05,230,16.02,5 星,電子投票截圖和身分證件正本,"(2025)蜂王草本皂80g
(2024)毛寶好無比 超淨亮/繽紛花園 洗衣精500ml
(2023)毛寶好無比 超淨亮/繽紛花園 洗衣精500ml
(2022)小麥環保杯
(2021)口罩收納盒"
6229,研通,5,2025,蜂王小草本皂二入,21.65,250,11.55,5 星,電子投票截圖,"(2025)蜂王小草本皂二入
(2024)蜂王洋甘菊舒緩潤膚皂60克二入
(2023)蜂王草本植舒亮澤皂60克二入
(2022)蜂王皂60克二入
(2021)蜂王皂60克二入"
6231,系微,4,2025,蜂王小草本皂二入,213.5,190,0.71,3 星,電子投票截圖,"(2025)蜂王小草本皂二入
(2024)保冷袋(系微倍微至上)
(2023)毛寶洗碗精(潔淨強化) 450克
(2022)蜂王皂60克二入"
6233,旺玖,5,2025,全家 35元商品卡,27.2,205,7.54,5 星,電子投票截圖,"(2025)全家 35元商品卡
(2024)全家禮物卡35元
(2023)全家禮物卡35元
(2022)全家經典中杯美式咖啡券
(2021)全家經典中杯美式咖啡券"
6234,高僑,1,2023,7-11中杯美式或現萃茶提貨卡,28.1,40,0.28,2 星,,(2023)7-11中杯美式或現萃茶提貨卡
6235,華孚,5,2025,有機白米(300g),49,270,5.51,5 星,電子投票截圖,"(2025)有機白米(300g)
(2024)華南社區有機白米300克
(2023)坎佩尼亞1.7mm長麵
(2022)醫用口罩10入(華孚)
(2021)顏帝亞嬰兒皂二入"
6237,驊訊,5,2025,7-11 50元商品卡,37.7,250,6.63,5 星,電子投票截圖,"(2025)7-11 50元商品卡
(2024)7-11商品卡50元
(2023)7-11商品卡50元
(2022)7-11商品卡50元
(2021)7-11商品卡50元"
6239,力成,5,2025,7-11 50元商品卡,201,300,1.49,4 星,電子投票截圖,"(2025)7-11 50元商品卡
(2024)7-11商品卡50元
(2023)7-11商品卡100元
(2022)全家禮物卡50元
(2021)全家禮物卡50元"
6241,易通展,5,2025,甲魚全沛全方位維他命(10粒),12.1,195,16.12,5 星,電子投票截圖,"(2025)甲魚全沛全方位維他命(10粒)
(2025)精神旺盛 牛樟芝菌絲體x薑黃精粹飲(1入)
(2024)甲魚全沛全方位維他命
(2023)甲魚全沛全方位維他命
(2022)7-11商品卡35元"
6243,迅杰,5,2025,7-11 50元商品卡,32.15,221,6.87,5 星,電子投票截圖,"(2025)7-11 50元商品卡
(2024)7-11商品卡35元
(2023)7-11商品卡35元
(2022)7-11 66元商品卡
(2021)7-11商品卡35元"
6244,茂迪,5,2025,優選經典米600g,32.2,350,10.87,5 星,電子投票截圖,"(2025)優選經典米600g
(2024)優選經典米600克 2024
(2023)優選經典米600克
(2022)關山穀堡一等米800G
(2021)中興精米 500克"
6246,臺龍,5,2025,初見海洋之星玻璃盤,16.7,360,21.56,5 星,電子投票截圖,"(2025)初見海洋之星玻璃盤
(2024)樂曼尼多用途造型碟4.5吋
(2023)磁吸式放大鏡指甲剪
(2022)伊莎貝爾無患子洗手乳250ml
(2021)不鏽鋼餐具三件組(及成,臺龍)"
6248,沛波,3,2025,甲魚全沛全方位維他命(10粒),20.1,120,3.58,5 星,電子投票截圖,"(2025)甲魚全沛全方位維他命(10粒)
(2024)犇牛樟芝菌絲體精粹30ml(食品)
(2023)甲魚全沛全方位維他命"
6257,矽格,5,2025,7-11 50元商品卡,131,250,1.91,5 星,電子投票截圖,"(2025)7-11 50元商品卡
(2024)7-11商品卡50元
(2023)7-11商品卡50元
(2022)7-11商品卡50元
(2021)7-11商品卡50元"
6261,久元,5,2025,7-11 35元商品卡,67,175,2.61,5 星,電子投票截圖,"(2025)7-11 35元商品卡
(2024)7-11商品卡35元
(2023)7-11商品卡35元
(2022)7-11商品卡35元
(2021)7-11商品卡35元"
6265,方土昶,4,2025,股東專屬仙桃牌購物金$500元(不可上架商城),40.1,620,12.37,5 星,電子投票截圖,"(2025)股東專屬仙桃牌購物金$500元(不可上架商城)
(2024)仙桃牌機能飲品
(2023)仙桃牌機能飲品組合
(2022)口罩10入"
6266,泰詠,4,2025,宜睿好禮即享券(35元),28.6,185,3.62,5 星,電子投票截圖和身分證件正本,"(2025)宜睿好禮即享券(35元)
(2024)宜睿好禮即享券50元
(2023)7-11商品卡50元
(2022)7-11商品卡50元"
6269,台郡,5,2025,全家 50元商品卡,55.1,235,4.26,5 星,電子投票截圖,"(2025)全家 50元商品卡
(2024)全家經典中杯美式咖啡券(期限20270630)
(2023)毛寶好無比 超淨亮/繽紛花園 洗衣精500ml
(2022)全家禮物卡50元
(2021)全家禮物卡35元"
6270,倍微,4,2025,蜂王小草本皂二入,23.5,190,6.47,5 星,電子投票截圖,"(2025)蜂王小草本皂二入
(2024)保冷袋(系微倍微至上)
(2023)毛寶洗碗精(潔淨強化) 450克
(2022)蜂王皂60克二入"
6271,同欣電,3,2025,妙管家洗衣球,150,130,0.52,3 星,電子投票截圖,"(2025)妙管家洗衣球
(2024)伊莎貝爾無患子洗手乳250ml
(2023)妙管家洗潔精500g"
6274,台燿,3,2025,全家 50元商品卡,497.5,150,0.13,1 星,電子投票截圖和身分證件正本,"(2025)全家 50元商品卡
(2024)全家禮物卡50元
(2023)全家禮贈卡50元(台燿 期限23/09/30)"
6275,元山,4,2025,乖乖濕紙巾,49.15,270,4.39,5 星,電子投票截圖,"(2025)乖乖濕紙巾
(2024)旅行分裝瓶4件組
(2023)修容組7件組
(2022)不鏽鋼環保吸管組"
6276,安鈦克,3,2025,7-11 只有中杯美式咖啡卡,30.55,150,2.95,5 星,電子投票截圖,"(2025)7-11 只有中杯美式咖啡卡
(2024)7-11商品卡50元
(2023)7-11商品卡50元"
6282,康舒,6,2025,多功能鑰匙扣燈,46.1,280,7.29,5 星,電子投票截圖,"(2025)多功能鑰匙扣燈
(2024)藍繪碗2入
(2023)蜂王鬱金香鄉村風情皂2入
(2023)蜂王鬱金香鄉村風情皂2入
(2022)蜂王皂二入
(2021)蜂王皂60克二入"
6284,佳邦,5,2025,7-11 35元商品卡,74.2,180,2.43,5 星,電子投票截圖,"(2025)7-11 35元商品卡
(2024)7-11商品卡35元
(2023)7-11商品卡35元
(2022)7-11商品卡35元
(2021)環保玻璃瓶"
6290,良維,5,2025,小熊折疊環保購物袋,218.5,210,0.96,4 星,電子投票截圖,"(2025)小熊折疊環保購物袋
(2024)小熊保溫保冷提袋
(2023)濕紙巾1包
(2022)蜂王皂60克二入
(2021)全家經典中杯美式咖啡券"
6294,智基,1,2025,學費旅費兌換券500元,41.4,500,2.42,5 星,電子投票截圖,(2025)學費旅費兌換券500元
6411,晶焱,5,2025,7-11 50元商品卡,80,250,3.12,5 星,電子投票截圖,"(2025)7-11 50元商品卡
(2024)7-11商品卡50元
(2023)全家禮物卡50元
(2022)全家禮物卡50元
(2021)全家禮物卡50元"
6416,瑞祺電通,3,2025,7-11 中杯美式咖啡卡,81.9,130,0.67,3 星,電子投票截圖和身分證件正本,"(2025)7-11 中杯美式咖啡卡
(2024)7-11中杯美式或現萃茶提貨卡
(2023)7-11中杯美式或現萃茶提貨卡"
6419,京晨科,2,2025,全家 50元商品卡,80.2,100,0.5,3 星,電子投票截圖,"(2025)全家 50元商品卡
(2024)全家禮物卡50元"
6426,統新,5,2025,五件修容組,142,340,1.68,5 星,電子投票截圖和身分證件正本,"(2025)五件修容組
(2024)愛佳寶420不鏽鋼料理剪刀
(2023)杯墊乙件
(2022)蜂王皂60克二入
(2021)蜂王乳油木果皂80克二入"
6431,光麗-KY,1,2023,香檳茸超月干能膠囊,23.6,40,0.34,2 星,,(2023)香檳茸超月干能膠囊
6432,今展科,4,2025,全家 中杯美式咖啡卡,33.4,185,3.1,5 星,電子投票截圖和身分證件正本,"(2025)全家 中杯美式咖啡卡
(2024)全家經典中杯美式咖啡券(期限20270630)
(2023)全家禮贈卡35元(今展 期限23/09/30)
(2022)全家50元禮贈卡(今展科 期限20221231)"
6438,迅得,5,2025,全家 50元商品卡,148,250,1.69,5 星,電子投票截圖,"(2025)全家 50元商品卡
(2024)全家禮物卡50元
(2023)全家禮物卡50元
(2022)全家禮物卡50元
(2021)全家禮物卡50元"
6441,廣錠,4,2025,7-11 25元商品卡,20,215,8.6,5 星,電子投票截圖,"(2025)7-11 25元商品卡
(2024)台梗8號米300克
(2023)台梗8號米300克
(2022)7-11商品卡50元"
6442,光聖,1,2023,全家禮物卡300元,1690,300,0.04,1 星,,(2023)全家禮物卡300元
6443,元晶,5,2025,全家 50元商品卡,50.6,250,4.94,5 星,電子投票截圖,"(2025)全家 50元商品卡
(2024)全家禮物卡50元
(2023)全家禮物卡50元
(2022)全家禮物卡50元
(2021)全家禮物卡50元"
6446,藥華藥,2,2024,全家禮物卡50元,657,100,0.04,1 星,電子投票截圖或身分證件圖片,"(2024)全家禮物卡50元
(2021)全家禮物卡50元"
6449,鈺邦,3,2023,7-11商品卡50元,160.5,150,0.56,3 星,,"(2023)7-11商品卡50元
(2022)7-11商品卡50元
(2021)7-11商品卡50元"
6461,益得,2,2025,微肌意識金潤面膜,19.5,80,1.64,5 星,電子投票截圖,"(2025)微肌意識金潤面膜
(2024)身可補維他命發泡錠(食品)"
6462,神盾,5,2025,全家 50元商品卡,101,250,1.73,5 星,電子投票截圖和身分證件正本,"(2025)全家 50元商品卡
(2024)全家禮物卡50元
(2023)全家禮物卡50元
(2022)全家禮物卡50元
(2021)全家禮物卡50元"
6470,宇智,5,2025,真空壓縮衣物收納袋,52.5,200,3.81,5 星,電子投票截圖,"(2025)真空壓縮衣物收納袋
(2024)出風口手機支架
(2023)長型感應式小夜燈(白光)
(2022)珪藻土洗漱墊
(2021)風潮水瓶"
6477,安集,4,2025,草本皂,39.5,200,4.05,5 星,,"(2025)草本皂
(2024)潔膚皂
(2023)手工皂
(2022)手工皂"
6485,點序,5,2025,7-11 50元商品卡,85.5,300,2.46,5 星,電子投票截圖和身分證件正本,"(2025)7-11 50元商品卡
(2024)7-11商品卡50元
(2023)7-11商品卡100元
(2022)全家禮物卡50元
(2021)7-11商品卡50元"
6486,互動,2,2025,全家便利商店禮物卡35元,85.6,70,0.33,2 星,電子投票截圖,"(2025)全家便利商店禮物卡35元
(2024)全家禮物卡35元"
6492,生華科,4,2025,全家 50元商品卡,49.15,200,3.26,5 星,電子投票截圖,"(2025)全家 50元商品卡
(2024)全家禮物卡50元
(2023)全家禮物卡50元
(2022)全家禮物卡50元"
6494,九齊,5,2025,7-11 50元商品卡,45.9,250,5.45,5 星,電子投票截圖,"(2025)7-11 50元商品卡
(2024)全家禮物卡50元
(2023)7-11商品卡50元
(2022)7-11商品卡50元
(2021)7-11商品卡50元"
6498,久禾光,1,2022,全家經典中杯美式咖啡券,89.3,50,0.11,1 星,,(2022)全家經典中杯美式咖啡券
6509,聚和,5,2025,自黏性便條紙,40.1,200,4.99,5 星,電子投票截圖,"(2025)自黏性便條紙
(2024)黃金盾泡泡洗手液
(2023)貼心居家好夥伴
(2022)N次貼
(2021)N次便利貼紙"
6517,保勝光學,2,2025,統一超商50元商品卡,58.1,100,0.69,3 星,,"(2025)統一超商50元商品卡
(2024)7-11商品卡50元"
6530,創威,2,2025,全家 100元商品卡,82.2,150,0.73,3 星,電子投票截圖,"(2025)全家 100元商品卡
(2024)全家禮物卡50元"
6531,愛普*,3,2025,7-11 50元商品卡,531,150,0.17,2 星,電子投票截圖,"(2025)7-11 50元商品卡
(2024)全家經典中杯美式咖啡券
(2023)全家經典中杯美式咖啡券"
6532,瑞耘,5,2025,7-11 中杯美式咖啡卡,70.5,220,3.12,5 星,電子投票截圖,"(2025)7-11 中杯美式咖啡卡
(2024)7-11中杯美式或現萃茶提貨卡
(2023)全家經典中杯美式咖啡券
(2022)台灣密封扣
(2021)手電筒"
6533,晶心科,5,2025,全家 50元商品卡,192,250,1.3,4 星,電子投票截圖,"(2025)全家 50元商品卡
(2024)全家禮物卡50元
(2023)全家禮物卡50元
(2022)全家禮物卡50元
(2021)全家禮物卡50元"
6538,倉和,4,2025,7-11 50元商品卡,66.7,300,3.6,5 星,電子投票截圖,"(2025)7-11 50元商品卡
(2024)7-11商品卡50元
(2023)7-11商品卡100元
(2022)7-11商品卡100元"
6547,高端疫苗,6,2025,潔手用品,37,300,9.73,5 星,,"(2025)潔手用品
(2025)7-11商品卡
(2024)環保杯袋
(2023)精美瓷碗二入
(2022)平面型口罩
(2021)平面型口罩"
6558,興能高,4,2025,7-11 35元商品卡,30.1,140,3.72,5 星,電子投票截圖,"(2025)7-11 35元商品卡
(2024)7-11商品卡35元
(2023)7-11商品卡35元
(2022)7-11商品卡35元"
6568,宏觀,5,2025,全家 中杯美式咖啡卡,198,250,1.26,4 星,電子投票截圖,"(2025)全家 中杯美式咖啡卡
(2024)全家經典中杯美式咖啡券(期限20270630)
(2024)全家禮物卡50元
(2023)全家禮物卡50元
(2022)全家禮物卡50元"
6576,逸達,4,2024,7-11商品卡50元,79.7,200,1.41,4 星,電子投票截圖或身分證件圖片,"(2024)7-11商品卡50元
(2023)7-11商品卡50元
(2023)7-11商品卡50元
(2022)7-11商品卡50元"
6578,達邦蛋白,2,2025,精釀咖啡隨身包,18.15,100,2.2,5 星,電子投票截圖,"(2025)精釀咖啡隨身包
(2023)全家禮物卡50元"
6588,東典光電,5,2025,宜睿好禮即享券(100元),83,285,3.43,5 星,電子投票截圖,"(2025)宜睿好禮即享券(100元)
(2025)宜睿好禮即享券(50元)
(2024)宜睿好禮即享券35元
(2023)全家禮物卡50元
(2022)全家禮物卡50元"
6591,動力-KY,5,2025,全家 50元商品卡,64.2,250,3.89,5 星,電子投票截圖,"(2025)全家 50元商品卡
(2024)全家禮物卡50元
(2023)全家禮物卡50元
(2022)全家禮物卡50元
(2021)全家禮物卡50元"
6593,台灣銘板,3,2025,7-11 35元商品卡,38.25,120,1.88,5 星,電子投票截圖,"(2025)7-11 35元商品卡
(2025)7-11 35元商品卡
(2022)7-11商品卡50元"
6598,ABC-KY,3,2025,全家 35元商品卡,25.05,135,3.23,5 星,電子投票截圖,"(2025)全家 35元商品卡
(2024)全家禮物卡50元
(2023)全家禮物卡50元"
6603,富強鑫,2,2023,高機能口罩5入,22.5,80,1.42,4 星,,"(2023)高機能口罩5入
(2022)高機能口罩5入"
6620,漢達,1,2025,統一超商50元商品卡,76.5,50,0.13,1 星,電子投票截圖,(2025)統一超商50元商品卡
6649,台生材,2,2023,全家禮物卡50元,40.6,100,0.99,4 星,,"(2023)全家禮物卡50元
(2021)7-11商品卡50元"
6657,華安,1,2025,沙威隆經典抗菌皂,47.95,50,0.21,2 星,電子投票截圖,(2025)沙威隆經典抗菌皂
6672,騰輝電子-KY,4,2025,全家 50元商品卡,97.5,350,2.87,5 星,電子投票截圖,"(2025)全家 50元商品卡
(2024)7-11商品卡100元
(2023)7-11商品卡100元
(2022)7-11商品卡100元"
6683,雍智科技,5,2025,7-11 50元商品卡,1130,250,0.22,2 星,電子投票截圖,"(2025)7-11 50元商品卡
(2024)7-11商品卡50元
(2023)7-11商品卡50元
(2022)7-11商品卡50元
(2021)7-11商品卡50元"
